time,x_fork,y_fork,z_fork,qx_fork,qy_fork,qz_fork,qw_fork,x_knife,y_knife,z_knife,qx_knife,qy_knife,qz_knife,qw_knife,x_fork_f,y_fork_f,z_fork_f,x_knife_f,y_knife_f,z_knife_f
1.017986583709716797e+01,3.531962335109710693e-01,2.531597018241882324e-01,-1.449874788522720337e-01,5.720706284046173096e-02,-4.746118932962417603e-02,3.257497251033782959e-01,9.425295591354370117e-01,5.323414802551269531e-01,2.294783741235733032e-01,-3.421714529395103455e-02,3.810591399669647217e-01,1.897806860506534576e-02,-9.008259326219558716e-02,9.199559688568115234e-01,6.800000000000000488e-02,-1.749999999999999889e-01,5.899999999999999689e-02,2.000000000000000042e-03,-7.299999999999999545e-02,2.999999999999999889e-02
1.019008612632751465e+01,3.537057340145111084e-01,2.530999183654785156e-01,-1.445466279983520508e-01,5.737625434994697571e-02,-4.710843414068222046e-02,3.241622447967529297e-01,9.430840611457824707e-01,5.321041941642761230e-01,2.292819470167160034e-01,-3.428872302174568176e-02,3.830318450927734375e-01,1.928703673183917999e-02,-8.795831352472305298e-02,9.193356037139892578e-01,6.800000000000000488e-02,-1.739999999999999880e-01,5.899999999999999689e-02,1.000000000000000021e-03,-7.099999999999999367e-02,3.099999999999999978e-02
1.020985913276672363e+01,3.538497090339660645e-01,2.530030012130737305e-01,-1.444176435470581055e-01,5.751483887434005737e-02,-4.710593447089195251e-02,3.235511779785156250e-01,9.432857036590576172e-01,5.318155288696289062e-01,2.290379405021667480e-01,-3.426341712474822998e-02,3.838272690773010254e-01,1.884797401726245880e-02,-8.758707344532012939e-02,9.190483689308166504e-01,6.800000000000000488e-02,-1.749999999999999889e-01,5.800000000000000294e-02,2.000000000000000042e-03,-7.199999999999999456e-02,2.999999999999999889e-02
1.022024536132812500e+01,3.542610406875610352e-01,2.529358565807342529e-01,-1.442135125398635864e-01,5.669353902339935303e-02,-4.930056259036064148e-02,3.272942602634429932e-01,9.419309496879577637e-01,5.317188501358032227e-01,2.288983911275863647e-01,-3.419026359915733337e-02,3.821955919265747070e-01,1.944692805409431458e-02,-8.813026547431945801e-02,9.196638464927673340e-01,6.800000000000000488e-02,-1.749999999999999889e-01,5.899999999999999689e-02,2.000000000000000042e-03,-7.199999999999999456e-02,3.099999999999999978e-02
1.023989152908325195e+01,3.543949127197265625e-01,2.529064416885375977e-01,-1.441780626773834229e-01,5.594344437122344971e-02,-4.933568835258483887e-02,3.271725177764892578e-01,9.420162439346313477e-01,5.315071344375610352e-01,2.287679165601730347e-01,-3.441333025693893433e-02,3.825473785400390625e-01,1.847253367304801941e-02,-8.765828609466552734e-02,9.195827841758728027e-01,6.700000000000000400e-02,-1.759999999999999898e-01,5.899999999999999689e-02,2.000000000000000042e-03,-7.099999999999999367e-02,2.999999999999999889e-02
1.024985885620117188e+01,3.548612892627716064e-01,2.527713477611541748e-01,-1.440183371305465698e-01,5.739140138030052185e-02,-4.864012822508811951e-02,3.232655525207519531e-01,9.433131814002990723e-01,5.313065052032470703e-01,2.284367531538009644e-01,-3.457232192158699036e-02,3.781282007694244385e-01,1.738574169576168060e-02,-8.743898570537567139e-02,9.214506745338439941e-01,6.900000000000000577e-02,-1.749999999999999889e-01,5.899999999999999689e-02,2.000000000000000042e-03,-7.099999999999999367e-02,2.999999999999999889e-02
1.026999425888061523e+01,3.552176654338836670e-01,2.528720796108245850e-01,-1.437879353761672974e-01,5.855958908796310425e-02,-4.981971904635429382e-02,3.218392431735992432e-01,9.436674714088439941e-01,5.311110019683837891e-01,2.281132340431213379e-01,-3.457927331328392029e-02,3.763740360736846924e-01,1.714882254600524902e-02,-8.728431165218353271e-02,9.221876859664916992e-01,6.800000000000000488e-02,-1.739999999999999880e-01,5.800000000000000294e-02,5.000000000000000104e-03,-7.099999999999999367e-02,2.999999999999999889e-02
1.027999639511108398e+01,3.557156324386596680e-01,2.530331015586853027e-01,-1.432239562273025513e-01,6.047816574573516846e-02,-4.961095377802848816e-02,3.211864233016967773e-01,9.437799453735351562e-01,5.310198068618774414e-01,2.279484868049621582e-01,-3.445645794272422791e-02,3.780527412891387939e-01,1.667784154415130615e-02,-8.732306957244873047e-02,9.215056300163269043e-01,6.600000000000000311e-02,-1.749999999999999889e-01,5.899999999999999689e-02,3.000000000000000062e-03,-7.000000000000000666e-02,2.999999999999999889e-02
1.030002522468566895e+01,3.558663129806518555e-01,2.530644237995147705e-01,-1.430930346250534058e-01,6.114643812179565430e-02,-4.956928640604019165e-02,3.210989534854888916e-01,9.437687993049621582e-01,5.307991504669189453e-01,2.278170883655548096e-01,-3.467996791005134583e-02,3.785814046859741211e-01,1.824017055332660675e-02,-8.653993159532546997e-02,9.213329553604125977e-01,6.700000000000000400e-02,-1.749999999999999889e-01,5.899999999999999689e-02,2.000000000000000042e-03,-7.199999999999999456e-02,2.999999999999999889e-02
1.030994367599487305e+01,3.560710549354553223e-01,2.528038918972015381e-01,-1.432539373636245728e-01,6.042811274528503418e-02,-5.000284314155578613e-02,3.220836818218231201e-01,9.434565305709838867e-01,5.305659770965576172e-01,2.277106046676635742e-01,-3.466098755598068237e-02,3.813383877277374268e-01,2.104638144373893738e-02,-8.964623510837554932e-02,9.198378920555114746e-01,6.900000000000000577e-02,-1.749999999999999889e-01,5.899999999999999689e-02,3.000000000000000062e-03,-7.099999999999999367e-02,3.099999999999999978e-02
1.032006478309631348e+01,3.561618924140930176e-01,2.525952458381652832e-01,-1.434548199176788330e-01,5.942643061280250549e-02,-4.949947819113731384e-02,3.226011693477630615e-01,9.433699846267700195e-01,5.303386449813842773e-01,2.276589572429656982e-01,-3.498965874314308167e-02,3.830890059471130371e-01,2.172164805233478546e-02,-8.930177986621856689e-02,9.191279411315917969e-01,6.700000000000000400e-02,-1.749999999999999889e-01,5.899999999999999689e-02,4.000000000000000083e-03,-7.199999999999999456e-02,3.099999999999999978e-02
1.032989287376403809e+01,3.563466966152191162e-01,2.524695992469787598e-01,-1.437024176120758057e-01,5.832487717270851135e-02,-5.005557835102081299e-02,3.219493925571441650e-01,9.436319470405578613e-01,5.302386879920959473e-01,2.275858819484710693e-01,-3.520691394805908203e-02,3.813412487506866455e-01,2.101016044616699219e-02,-8.865513652563095093e-02,9.199336171150207520e-01,6.600000000000000311e-02,-1.759999999999999898e-01,5.899999999999999689e-02,3.000000000000000062e-03,-7.099999999999999367e-02,3.099999999999999978e-02
1.034007668495178223e+01,3.565877377986907959e-01,2.523691952228546143e-01,-1.438895016908645630e-01,5.759738758206367493e-02,-5.025804042816162109e-02,3.225706517696380615e-01,9.434536695480346680e-01,5.300334692001342773e-01,2.274530231952667236e-01,-3.544294834136962891e-02,3.815646469593048096e-01,2.131897397339344025e-02,-8.743194490671157837e-02,9.199508428573608398e-01,6.500000000000000222e-02,-1.769999999999999907e-01,5.899999999999999689e-02,3.000000000000000062e-03,-7.099999999999999367e-02,3.099999999999999978e-02
1.035010480880737305e+01,3.568429946899414062e-01,2.522488832473754883e-01,-1.440173983573913574e-01,5.608519911766052246e-02,-5.023448914289474487e-02,3.219532370567321777e-01,9.437569975852966309e-01,5.298646688461303711e-01,2.274467051029205322e-01,-3.565122187137603760e-02,3.821845352649688721e-01,2.072966471314430237e-02,-8.683968335390090942e-02,9.197632074356079102e-01,6.800000000000000488e-02,-1.759999999999999898e-01,5.899999999999999689e-02,4.000000000000000083e-03,-7.099999999999999367e-02,3.099999999999999978e-02
1.036997222900390625e+01,3.570778071880340576e-01,2.522705793380737305e-01,-1.439629942178726196e-01,5.633213743567466736e-02,-5.053299665451049805e-02,3.221887946128845215e-01,9.436458945274353027e-01,5.296480655670166016e-01,2.273822277784347534e-01,-3.585001453757286072e-02,3.818517029285430908e-01,2.170329540967941284e-02,-8.681268244981765747e-02,9.198814630508422852e-01,6.700000000000000400e-02,-1.759999999999999898e-01,5.899999999999999689e-02,3.000000000000000062e-03,-7.099999999999999367e-02,3.099999999999999978e-02
1.041003799438476562e+01,3.576186299324035645e-01,2.526552379131317139e-01,-1.426919847726821899e-01,6.193185225129127502e-02,-4.919516667723655701e-02,3.181434571743011475e-01,9.447375535964965820e-01,5.294255018234252930e-01,2.273824363946914673e-01,-3.611646220088005066e-02,3.835203945636749268e-01,2.071518823504447937e-02,-8.601197600364685059e-02,9.192849993705749512e-01,6.800000000000000488e-02,-1.749999999999999889e-01,5.899999999999999689e-02,2.000000000000000042e-03,-7.000000000000000666e-02,3.099999999999999978e-02
1.042010235786437988e+01,3.577327430248260498e-01,2.526132762432098389e-01,-1.427370458841323853e-01,6.200962513685226440e-02,-4.914977774024009705e-02,3.179576098918914795e-01,9.447973370552062988e-01,5.290133953094482422e-01,2.271747887134552002e-01,-3.638549521565437317e-02,3.808202743530273438e-01,2.141431532800197601e-02,-8.421266078948974609e-02,9.205572605133056641e-01,6.900000000000000577e-02,-1.749999999999999889e-01,5.899999999999999689e-02,2.000000000000000042e-03,-7.099999999999999367e-02,3.200000000000000067e-02
1.042986774444580078e+01,3.580093979835510254e-01,2.524074316024780273e-01,-1.429813951253890991e-01,6.331771612167358398e-02,-4.828177392482757568e-02,3.163109123706817627e-01,9.453080296516418457e-01,5.289205312728881836e-01,2.267879843711853027e-01,-3.640330210328102112e-02,3.827215731143951416e-01,2.177063003182411194e-02,-7.789717614650726318e-02,9.203164577484130859e-01,6.900000000000000577e-02,-1.759999999999999898e-01,5.899999999999999689e-02,2.000000000000000042e-03,-7.099999999999999367e-02,3.200000000000000067e-02
1.044011616706848145e+01,3.582516014575958252e-01,2.523359060287475586e-01,-1.432138085365295410e-01,6.265830993652343750e-02,-4.831880331039428711e-02,3.156606853008270264e-01,9.455673098564147949e-01,5.284674167633056641e-01,2.270260751247406006e-01,-3.703832253813743591e-02,3.874393999576568604e-01,2.237601764500141144e-02,-8.070147037506103516e-02,9.180836081504821777e-01,6.900000000000000577e-02,-1.749999999999999889e-01,5.899999999999999689e-02,2.000000000000000042e-03,-7.199999999999999456e-02,3.300000000000000155e-02
1.044993591308593750e+01,3.584401309490203857e-01,2.523310482501983643e-01,-1.433647125959396362e-01,6.213686615228652954e-02,-4.925550520420074463e-02,3.156719803810119629e-01,9.455497264862060547e-01,5.281977057456970215e-01,2.269070893526077271e-01,-3.732825443148612976e-02,3.850101828575134277e-01,2.169973403215408325e-02,-8.009160310029983521e-02,9.191744923591613770e-01,6.800000000000000488e-02,-1.759999999999999898e-01,5.999999999999999778e-02,1.000000000000000021e-03,-7.199999999999999456e-02,3.300000000000000155e-02
1.046999502182006836e+01,3.585011363029479980e-01,2.523803114891052246e-01,-1.433146148920059204e-01,6.117746233940124512e-02,-5.042264983057975769e-02,3.171812593936920166e-01,9.450454711914062500e-01,5.277013182640075684e-01,2.268478423357009888e-01,-3.767603635787963867e-02,3.886207342147827148e-01,2.013609558343887329e-02,-7.956465333700180054e-02,9.177352190017700195e-01,6.900000000000000577e-02,-1.759999999999999898e-01,5.899999999999999689e-02,2.000000000000000042e-03,-7.199999999999999456e-02,3.300000000000000155e-02
